,tweet_processed,finer_updated,idx,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_combined
1380,let open francisco citi hall paid american tax dollar let sleep let fire everyon work tax dollar give salari,"['money_aid_resource_allocation', 'government_critique', 'solutions_interventions']",40307,0.0792080834507942,0.3326071202754974,0.5881848335266113,0.9207919538021088
1381,one bay area execut committe member rant bart privat fb group page hypocrit,['government_critique'],40324,0.0121917547658085,0.8496339321136475,0.1381743550300598,0.9878082871437072
1382,there plenti law use move street citi hall leadership need put prioriti welfar citizen halfa measur prolong agoni start arrest drug dealer,"['government_critique', 'solutions_interventions']",40489,0.0238657724112272,0.6319670677185059,0.3441672027111053,0.9761342704296112
1383,poverti rate la huge problem harkl done allevi poverti like spout world salad montecito mansion noth help ‍♀️,['government_critique'],40560,0.0066104372963309,0.9047347903251648,0.0886547788977623,0.9933895692229272
1384,10 year behind us rest till melbourn like la fransisco filthi crime riddl citi full drug addict take dump public across tent citi footpath vic alreadi one parti state like,"['harmful_generalization', 'government_critique']",40573,0.0131204705685377,0.7812320590019226,0.2056474536657333,0.986879512667656
1385,stop fentanyl chang situat overnight,['solutions_interventions'],40597,0.1182082965970039,0.2034536600112915,0.6783380508422852,0.8817917108535767
1386,seen late chicgao new york blue citi highest murder rate highest rate greyhound bus termin downtown la better shape blue citi,"['harmful_generalization', 'government_critique']",40630,0.0403779447078704,0.4719058573246002,0.4877162277698517,0.959622085094452
1387,move sever year ago meant someon yesterday recent stay gaslamp encamp front hotel rememb sad prevent voteblueandthedirecircumstancestheytalkaboutcometru,"['government_critique', 'not_in_my_backyard']",40646,0.0096052829176187,0.8374322056770325,0.1529624462127685,0.990394651889801
1388,moron go look la situat,['societal_critique'],40649,0.008595896884799,0.9137083292007446,0.077695794403553,0.9914041236042976
1389,leav californian defenseless set crimin free noth drug addict mental ill worst governor histori,"['harmful_generalization', 'government_critique']",40663,0.0053915102034807,0.9467870593070984,0.0478214472532272,0.9946085065603256
1390,youv done take breath away like wreak fece urin beauti citi getaway your rich career,"['harmful_generalization', 'societal_critique']",40666,0.0074130399152636,0.9397622346878052,0.0528246983885765,0.9925869330763816
1391,white pasti roach block tiktok lol post video caption “when “luxury” apartment” record outside… comment anti obv say someth bc like duh,['societal_critique'],40718,0.0085921669378876,0.806050181388855,0.1853576600551605,0.9914078414440156
1392,evergreen tweet crisi across west coast particular devast failur public polici shame,['government_critique'],40752,0.0074762529693543,0.930801272392273,0.0617225021123886,0.9925237745046616
1393,california…… “ yeah…um…yeah we'r run outta shit…you gotta stop come here” liberals… “this isn't gonna affect soy latt whip free organ venti mocha frapp cocain run… it” ‍♀️‍♀️,"['harmful_generalization', 'government_critique']",40780,0.0178498513996601,0.8068541288375854,0.1752960979938507,0.9821502268314362
1394,downtown seattl equal apocalypt consid progress never vote republican citi don't address lawless like move it embarrass don't take visitor downtown anymor,"['government_critique', 'not_in_my_backyard']",40800,0.0058241146616637,0.9330353140830994,0.0611405670642852,0.9941758811473846
1395,nice improv use needl shit street open power work fine,['harmful_generalization'],40807,0.3302621841430664,0.2830804288387298,0.3866574466228485,0.6697378754615784
1396,gavin newsom destroy everi way possibl energi high crime highest welfar popul highest tax regul worst k12 educ countri live elit lifestyl progress polici caus,['government_critique'],40845,0.009101677685976,0.9116385579109192,0.0792597085237503,0.9908982664346696
1397,new busi nb1 realloc cdbgcv fund follow 70000 trelli intern workforc develop 189000 citi net street outreach 35000 project hope allianc youth program 50000 provid meal costa mesa senior,"['money_aid_resource_allocation', 'solutions_interventions']",40876,0.0738137066364288,0.0124452579766511,0.9137409329414368,0.926186190918088
1398,watch anoth tiktok threw block parti skid row i'm cri,['solutions_interventions'],40879,0.0281913578510284,0.7462223172187805,0.2255864143371582,0.9718087315559388
1399,honest gavin need focus crap that happen like problem socal gas compani price goug cost gasolin go forget florida amp pleas vote governor fix issu,['government_critique'],40936,0.0141277005895972,0.8636016249656677,0.1222707033157348,0.9858723282814026
1400,guy control illinoi new jersey new york drug graffiti shot dead everyday smash grab gang great job ladi guy wonder,"['harmful_generalization', 'government_critique']",40975,0.5814584493637085,0.2415107786655426,0.1770308017730713,0.4185415804386139
1401,area 75000 can't serious gavin,['government_critique'],41010,0.0077621880918741,0.8919785618782043,0.1002592965960502,0.9922378584742546
1402,beg street sinc 1989 must happen often kiwi alway tell give money ”will go drugs” ignor i'm empath live mani comment like make want help,"['harmful_generalization', 'societal_critique', 'personal_interaction_observation_of_homelessness']",41015,0.0079723875969648,0.8758561015129089,0.116171583533287,0.992027685046196
1403,palm spring irrit place place money could afford sever hous unit way almost 100 white palm spring snobbish wont anyth unspeak,"['money_aid_resource_allocation', 'societal_critique', 'solutions_interventions']",41059,0.0087932329624891,0.909899652004242,0.0813071355223655,0.9912067875266076
1404,think abl say simpl ”thank anyways” mani offer differ kind food mani uncomfort give money live thousand would alway appreci,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']",41074,0.6566516757011414,0.0351379849016666,0.3082103431224823,0.3433483280241489
1405,ok encamp right next school defic urin fornic use drug leav dirti needl crime rage destroy,"['harmful_generalization', 'not_in_my_backyard']",41101,0.0066636246629059,0.9194056987762452,0.0739305764436721,0.9933362752199172
1406,alameda look like gta,['harmful_generalization'],41110,0.0141743160784244,0.7404190897941589,0.2454066425561905,0.9858257323503494
1407,take look red state talk mess wasn't tax bet would,['government_critique'],41132,0.0143810007721185,0.807647168636322,0.1779718399047851,0.9856190085411072
1408,less give free drug money suicid kit pleas let clean mayor breed,"['harmful_generalization', 'government_critique']",41159,0.0355305820703506,0.64588862657547,0.3185808360576629,0.9644694626331328
1409,would philli new york detroit i'v seen everywher tent drug addict mention blm antifa crime degeneraci cost live sound like you'v travel mani red state,"['harmful_generalization', 'government_critique']",41216,0.0261213667690753,0.7001368999481201,0.2737417817115783,0.9738786816596984
1410,7 k9 offic 2 dog pile 1 green line car run 510 effect polic harass guy,['government_critique'],41250,0.005820654798299,0.8853269219398499,0.1088523492217063,0.9941792711615562
1411,tran minnesota illeg new york dc chicago mean get florida tx nc sc split rest,"['deserving_undeserving_of_resources', 'not_in_my_backyard']",41270,0.0237035248428583,0.2406868040561676,0.7356095910072327,0.9762963950634004
1412,intellectu exercis consid write piec disus car lot next dilapid mini glendal random muse drunken woman loiter outsid form profound metaphor life,['personal_interaction_observation_of_homelessness'],41282,0.0458161123096942,0.4111616611480713,0.5430222153663635,0.9541838765144348
1413,wow pay blue check yet can't simpl research popul explod sinc biden took offic covid lockdown 40 don't like florida go live camp,['government_critique'],41321,0.0076955882832407,0.9023176431655884,0.0899867415428161,0.9923043847084044
1414,spent 100 million taxpay dollar fix crisi crisi gotten wors govern wast problem solv solv everyth els govern overreach solut anyth,"['money_aid_resource_allocation', 'government_critique']",41330,0.0179408583790063,0.8539256453514099,0.1281335204839706,0.9820591658353806
1415,edd must enjoy manipul claimant account go poverti level wonder “homeless”,['government_critique'],41349,0.0100189335644245,0.8356711268424988,0.1543099284172058,0.9899810552597046
1416,sound like gavin newsom afford hous plan ever,['government_critique'],41358,0.1976867169141769,0.2379557490348816,0.5643574595451355,0.8023132085800171
1417,focus bloodi mess sort high energi price crime smash grab go,['government_critique'],41384,0.0066936500370502,0.9278972744941713,0.0654090195894241,0.9933062940835952
1418,babi 22 still colleg amp work univers studio yet doesn't know it like empti stomach never without light amp water,,41397,0.2667999267578125,0.1789769977331161,0.5542231202125549,0.7332001179456711
1419,ever seen vancouv look like especi look like tweaker tent shelter sidewalk reminisc what happen 15 minut citi slaveri bottl essenti,"['harmful_generalization', 'not_in_my_backyard']",41426,0.015297251753509,0.6684857606887817,0.3162170052528381,0.98470276594162
1420,send,['deserving_undeserving_of_resources'],41486,0.0114262560382485,0.8534939289093018,0.1350797563791275,0.9885736852884291
1421,grandkid nephew niec depend week dad mom transgend male averag new york famili,['personal_interaction_observation_of_homelessness'],41502,0.0470300428569316,0.0293441526591777,0.9236258268356324,0.95296997949481
1422,mayb go muslim sister gpo friend everi sunday 7pm grafton street talk use servic make sweep statement manag live,['solutions_interventions'],41584,0.0278052520006895,0.1664151847362518,0.8057795166969299,0.9721947014331818
1423,problem solut,['solutions_interventions'],41607,0.025637274608016,0.0801971778273582,0.894165575504303,0.9743627533316612
1424,south park song prostitut cant gossip prostitut either good bad topic prostitut sometim not bitch fault hous full child molest pimp differ,['harmful_generalization'],41657,0.0209783520549535,0.755418598651886,0.2236029654741287,0.9790215641260148
1425,fenc tool allow taxpay citizen la reclaim echo park lake echo park overrun degener open air drug use lapd job although heavi hand necess situat audit citi paid ngo,"['harmful_generalization', 'government_critique', 'not_in_my_backyard']",41681,0.0170475952327251,0.7356471419334412,0.247305229306221,0.9829523712396622
1426,even leav polit thing cannot imagin anyon would want live junki hollywood,"['harmful_generalization', 'not_in_my_backyard']",41696,0.0062543167732656,0.9199056625366212,0.0738399624824523,0.9937456250190736
1427,haven't year mike lindel nut job thing increas newsom state debt crime popul,['government_critique'],41718,0.0119313048198819,0.8685347437858582,0.1195339113473892,0.9880686551332474
1428,dont fix becom hell drug prostitut crime,"['harmful_generalization', 'government_critique']",41723,0.0047775926068425,0.9426210522651672,0.0526014193892478,0.9952224716544152
1429,democrat want common think can't take care look citi democrat run decad chicago seattl portland name high crime thousand high taxes…,['government_critique'],41729,0.0115349376574158,0.8323706388473511,0.1560944318771362,0.9884650707244872
1430,live south carolina common sens still exist shoot china communist balloon live count exceed remain brain cell politician,['government_critique'],41792,0.0775463730096817,0.315169095993042,0.6072844862937927,0.9224535822868348
1431,must hand california still place make money talk woke full lib friend busi kinda true most nois need know creativ folk go good idea,"['harmful_generalization', 'societal_critique']",41904,0.4804206192493438,0.075913093984127,0.4436662793159485,0.5195793733000755
1432,money pocket go help don't want becom sanctuari like also church spend million dollar help utah,"['money_aid_resource_allocation', 'solutions_interventions']",41932,0.0168497320264577,0.7545062899589539,0.2286440283060073,0.9831503182649612
1433,hahaha u post video trash infest neighborhood baltimor gun gun violenc chicago,['media_portrayal'],41966,0.0366245880722999,0.4962010383605957,0.4671744704246521,0.9633755087852478
1434,run tax rich tax rich creat mecca america great state,"['government_critique', 'solutions_interventions']",41976,0.6979483366012573,0.0848303288221359,0.2172213792800903,0.3020517081022262
1435,well exampl live across street veteran park westwood amp befriend mani park fact one guy becam good friend would let amp dog sleep live room whenev cold help get job,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']",41990,0.5312970280647278,0.0190898273140192,0.4496131837368011,0.4687030110508203
1436,hear focus fail school crumbl infrastructur rise crime rate insan high groceri util fuel price hous shortag crisi fail edd state agenc guess polit advantag,['government_critique'],42015,0.0098160402849316,0.8065619468688965,0.1836220175027847,0.9901839643716812
1437,that move florida leav wow… beauti place run,['not_in_my_backyard'],42025,0.0620647221803665,0.6246703267097473,0.3132649064064026,0.93793523311615
1438,could pleas hide washington dc mayb help find job btw chicago franciscoactu america blue big citi thank,"['government_critique', 'solutions_interventions', 'not_in_my_backyard']",42056,0.2822397351264953,0.1332436650991439,0.5845165848731995,0.7177602499723434
1439,isn't much shit hole think citi talk million live aren't go go beg dale mabri stifl heat citi alway forgiv,['government_critique'],42069,0.0281152036041021,0.6022568345069885,0.3696279525756836,0.971884787082672
1440,nestl pretti color horrifi amount drug corrupt look great far away distanc,"['harmful_generalization', 'government_critique']",42083,0.0433158166706562,0.8071742057800293,0.1495099812746048,0.956684187054634
1441,la would cover drug addict scum suck bum,['harmful_generalization'],42186,0.0077993581071496,0.9071000218391418,0.0851005986332893,0.9922006204724312
1442,must crazi live everywher crime goe unpunish gavin n joke higher gas price nation,['government_critique'],42273,0.0077292448841035,0.9290720224380492,0.0631987825036048,0.9922708049416542
1443,liter run state ground first fuck state 400000 resid fled due utter lack leadership ball deal shit street normal u r one sick fuck,['government_critique'],42372,0.004303331952542,0.963817059993744,0.0318796448409557,0.9956967048346996
1444,last visit pretti shit liter walk street take side walk,['personal_interaction_observation_of_homelessness'],42411,0.0082509443163871,0.9175054430961608,0.0742436125874519,0.9917490556836128
1445,lol ai bot could say believ new mansion tax send everyon money larg transact state leav polit despot work class hollywood gone due mansion tax,"['money_aid_resource_allocation', 'government_critique']",42445,0.0262967441231012,0.7395420670509338,0.2341612130403518,0.9737032800912856
1446,first place want go hawaii hawaii send la prefer colder area hotter area it obvious wife hawaiian nativ it multicultur issu,['personal_interaction_observation_of_homelessness'],42448,0.0529247634112834,0.2171493917703628,0.7299258708953857,0.9470752626657486
1447,hey awar hawaii send that hawaiian accent throw,['harmful_generalization'],42494,0.0262653175741434,0.2777667343616485,0.6959678530693054,0.973734587430954
1448,shit there encamp oakland use suitcas toilet,['personal_interaction_observation_of_homelessness'],42541,0.029756274074316,0.6884004473686218,0.2818432748317718,0.9702437222003936
1449,you'r super rich great highest tax homeless… googl,['government_critique'],42589,0.6299301981925964,0.0701873376965522,0.2998823821544647,0.370069719851017
1450,issu throughout us idiot largest number overal also largest number overal florida third largest number overal also third largest number overal read book,['societal_critique'],42595,0.0204480979591608,0.7733250856399536,0.2062267810106277,0.9795518666505814
1451,come dude focus drug problem look within,"['harmful_generalization', 'government_critique']",42599,0.0265774186700582,0.6878482103347778,0.2855744063854217,0.9734226167201996
1452,dumb zone law day citi compton requir shelter one park space per 300 sq ft floor area also requir background check allow shelter,"['government_critique', 'solutions_interventions']",42656,0.0123792607337236,0.7061620950698853,0.2814586758613586,0.987620770931244
1453,oh wow there governor worri anoth state gang cartel fill street stop run presid fix shithol,['government_critique'],42662,0.0063713188283145,0.9307464957237244,0.0628821849822998,0.9936286807060242
1454,la long beach overrun disabl yet y'all drive expens shitti car past like don't exist cali worst,"['harmful_generalization', 'not_in_my_backyard']",42674,0.0116049507632851,0.8531519770622253,0.135243073105812,0.9883950501680374
1455,longer finest citi see street downtown unless proud,['societal_critique'],42690,0.0078349467366933,0.8959404230117798,0.0962245911359787,0.9921650141477584
1456,safe confin coronado lol go gaslamp quarter east villag cant even take pictur without,['not_in_my_backyard'],42696,0.0544791333377361,0.4206253290176391,0.5248955488204956,0.9455208778381348
1457,east counti it great state father made great money grow still extrem expens live there ghetto everywher popul proport rest countri lawless rule,"['harmful_generalization', 'government_critique']",42702,0.0293579213321208,0.6766142249107361,0.2940278351306915,0.9706420600414276
1458,i'm maga mani disagre aren't either think rest america like state that riddl crime liter human shit street problem you'r insan,"['harmful_generalization', 'government_critique']",42712,0.0130709083750844,0.8265371322631836,0.1603919714689254,0.9869291037321092
1459,librari hotel develop 70000 resid hotel worker strike across demand afford hous seem attempt 40 million dollar embezzl scheme wealthi most white resid belair,"['money_aid_resource_allocation', 'government_critique']",42721,0.0125276651233434,0.699639618396759,0.2878327071666717,0.9874723255634308
1460,live gavin newsom worst governor countri state shambl pay highest price countri everyth everi major citi state run wont help,"['money_aid_resource_allocation', 'government_critique', 'solutions_interventions']",42814,0.0059457384049892,0.958351194858551,0.0357031226158142,0.9940543174743652
1461,afford hous equal address outrag rent price f major part problem mani come l warmer climat bornwork paid tax l serv first,"['deserving_undeserving_of_resources', 'solutions_interventions']",42815,0.0137303508818149,0.7755662202835083,0.2107034474611282,0.9862696677446364
1462,guess miss alameda fire two year ago 2700 famili two town complet destroy,['solutions_interventions'],42869,0.0099375406280159,0.816885769367218,0.1731767058372497,0.9900624752044678
1463,florida continu thrive ecomon post covid western northern move fl drove escap skyrocket crime drug issu plagu demran citi there reason leav oregon maryland ny move fl,"['harmful_generalization', 'government_critique']",42880,0.358578473329544,0.0683459639549255,0.573075532913208,0.6414214968681335
1464,sad pictur downtown like citi drug pictur chick also part chula vista mayor squad use fed money ment support small buiss build art center communiti oppos,"['money_aid_resource_allocation', 'government_critique', 'solutions_interventions']",42885,0.0053176903165876,0.9263358116149902,0.0683465376496315,0.9946823492646216
1465,got feel good loser gavin newsom run worthless state fun amp crimin rob amp kill hope live near la somewher crime amp drug addict deserv,"['harmful_generalization', 'government_critique']",42932,0.0183034241199493,0.9025432467460632,0.0791532918810844,0.9816965386271476
1466,yes need give home “not hous helps” point wrong realli stupid that think must seem fuck great socialist nimbi socialist help landlord make higher profit exacerb,"['government_critique', 'solutions_interventions']",42938,0.0157878175377845,0.8334465622901917,0.1507656276226043,0.984212189912796
1467,california popul use sidewalk bathroom,['not_in_my_backyard'],42955,0.0070595904253423,0.8990499377250671,0.093890406191349,0.9929403439164162
1468,provid home like feed hungri chez paniss,['solutions_interventions'],42990,0.0296101532876491,0.4212822020053863,0.5491076707839966,0.9703898727893828
1469,worst state live ive driven around la area almost everi citi bay area start look like thirdworld countri flood crime everywher,"['harmful_generalization', 'not_in_my_backyard']",43066,0.0055741337127983,0.9501777291297911,0.044248092919588,0.9944258220493792
1470,that great mayb theyll see your anyth,['government_critique'],43135,0.3372590839862823,0.2513099908828735,0.4114308655261993,0.6627408564090729
1471,hope reform jail system downtown releas night without access person properti mental unhealthi expect chang get kick outta see struggl keep warn night pretti funni,"['government_critique', 'solutions_interventions']",43137,0.0675665587186813,0.6599952578544617,0.2724382281303406,0.9324334859848022
1472,rebecca chao agent she part problem come oakland want put cruis ship done,['government_critique'],43143,0.0047178980894386,0.9310390949249268,0.0642430931329727,0.9952821880578996
1473,friend mine own truck compani storag yard constant rob instal 6’ high fulli electrifi fenc around perimet theft stop found pair plier hang fenc,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']",43170,0.0194495096802711,0.706746518611908,0.2738038897514343,0.9805504083633424
1474,downtown anoth chart,['not_in_my_backyard'],43192,0.0208335537463426,0.2761653661727905,0.703001081943512,0.9791664481163024
1475,allevi pain suffer starv children ethiopia less effici suffer mendocino help might lead one creat new tech million vs noth note save ethiopian child,"['money_aid_resource_allocation', 'solutions_interventions', 'deserving_undeserving_of_resources']",43194,0.0111998505890369,0.8024817109107971,0.186318352818489,0.9888000637292862
1476,disappoint kamalai think take action lesson lilli boss mayor bever hill citi action environmenthomeless help help young communic problem much includ polic forc respect,"['government_critique', 'solutions_interventions']",43210,0.1841142177581787,0.3646778464317322,0.4512079358100891,0.8158857822418213
1477,surpris wont long illeg texa florida tennesse republican state illinoi new york gun law bail high crime go get wors,"['harmful_generalization', 'government_critique']",43227,0.0101882480084896,0.8573983311653137,0.1324133723974228,0.9898117035627364
1478,mani live bridg also qualiti life know leav state right,['government_critique'],43267,0.0082687139511108,0.8549582362174988,0.1367730796337127,0.9917313158512115
1479,oye 4 worthnev spent time ere shock eye thought seattl n portland bad 110th problem n eye see clear way soul sunk low matter slap help feel free me1♡,"['harmful_generalization', 'societal_critique']",43268,0.0217014253139495,0.753882646560669,0.2244160026311874,0.9782986491918564
1480,nahcali send useless florida truck load dudei cant even go venic beach anymor toilet,"['government_critique', 'not_in_my_backyard']",43286,0.0080821271985769,0.9052123427391052,0.086705595254898,0.9919179379940032
1481,163696 squar mile post citi block that like grain sand 5 gallon bucket don't forget didn't unit ronald reagan close mental health hospit what solut let hear,"['government_critique', 'solutions_interventions']",43302,0.0216440204530954,0.7012345194816589,0.2771214246749878,0.9783559441566468
1482,thing second hasn't built near enough keep popul demand mean it mansionifi richest abl bid hous make sound like vast major don't job isn't true,"['government_critique', 'solutions_interventions']",43323,0.0164881441742181,0.6576650738716125,0.325846791267395,0.9835118651390076
1483,first assum visibl tragic aspect preval like skid row live temporari medium term live car fuck rent high that first,['solutions_interventions'],43334,0.0077337264083325,0.8814573287963867,0.1108089163899421,0.9922662451863288
1484,man realli worri inclus bathroom can't solv expens properti popul lmfao,['government_critique'],43405,0.0078397886827588,0.8894211649894714,0.1027390286326408,0.9921601936221124
1485,incred naiv employ live car silent don't speak authorit cocki someth you'r stupid wrong,['societal_critique'],43423,0.0060902880504727,0.904194474220276,0.0897152572870254,0.9939097315073012
1486,rememb 2009 said you'd solv problem how go rough bum toss outta alley masturb 9am downtown sacramento,"['harmful_generalization', 'government_critique']",43437,0.0146962748840451,0.834333062171936,0.1509707123041153,0.9853037744760512
1487,didnt say easi fact make hard get want chang seek help could provid next zone return street arrest give choic jail rehab need intoler save,"['government_critique', 'solutions_interventions', 'not_in_my_backyard']",43457,0.0102232983335852,0.7036207318305969,0.2861559689044952,0.9897767007350922
1488,california socialist inch communist ideolog wheavi hand state utter failur make horribl decis horribl decis let go see everywher live zuckerberg metavers thru state your touch,['government_critique'],43479,0.0053616664372384,0.9307655096054076,0.0638728812336921,0.9946383908391
1489,care rest democrat destroy what 60 pleas forc busi take … oh yeah that answer bootak home,"['government_critique', 'solutions_interventions']",43488,0.0076110200025141,0.9333709478378296,0.0590179488062858,0.9923888966441154
1490,love love shasta counti pleas … cop stomp young man last week day trial began attempt murder young black man shooter scream slur pull trigger use punch kick practic nativ missing…,['government_critique'],43500,0.2997016012668609,0.3698937892913818,0.330404669046402,0.7002984583377838
1491,oooh look fascist doesn't like say pelosi drunk sole respons make hellhol,['government_critique'],43529,0.005929353646934,0.937117874622345,0.0569527335464954,0.9940706081688404
1492,whole fentanyl thing seem go well,['harmful_generalization'],43535,0.4205615222454071,0.0966883897781372,0.4827501177787781,0.5794385075569153
1493,new york common highest popul run democrat democrat market parti poor therefor best way stay power creat polici creat poor,['government_critique'],43550,0.0201588962227106,0.7584995627403259,0.2213414907455444,0.9798410534858704
1494,dont someth better harrass doesnt santa clara crime solv,"['harmful_generalization', 'societal_critique']",43564,0.0049244510009884,0.9165878891944884,0.0784875676035881,0.9950754567980766
1495,sanfrancisco usa potenti visit unit state china xi host asiapacif econom cooper leader meet novemb citi train wreck everywher,"['harmful_generalization', 'government_critique']",43582,0.0373698994517326,0.3664371371269226,0.5961929559707642,0.9626300930976868
1496,3 ok cook bougi posh longer love ive heard ton stori chef close restaur downsiz use island creat afford hous go skid row get taco truck start cook,['solutions_interventions'],43645,0.0088741024956107,0.8525274395942688,0.138598546385765,0.991125985980034
1497,see apt photo cost live absolut control also gotten much violent sinc 2020 10 year ago said would never leav it look appeal day beauti though,"['harmful_generalization', 'societal_critique']",43718,0.0619401596486568,0.6818315982818604,0.2562282681465149,0.9380598664283752
1498,good hes worthless sorri californian turn texa smoke pile trash left behind go blue ms13 riddl load heroin needl litter street,"['harmful_generalization', 'government_critique']",43721,0.0070333559997379,0.938717246055603,0.0542493909597396,0.9929666370153428
1499,much better drug riddl crime riddl riddl toilet call,"['harmful_generalization', 'government_critique']",43725,0.0667754560708999,0.6944528818130493,0.2387716174125671,0.9332244992256165
1500,know middl class still healthi major come state surviv 1parti thing id love see marxist parti compet least weve minim evil gop,['government_critique'],43741,0.058293666690588,0.4503524005413055,0.4913540184497833,0.9417064189910888
1501,great job gavin think tweet florida one time it go solv crisi,['government_critique'],43828,0.9198077321052552,0.012068617157638,0.0681236237287521,0.0801922408863902
1502,economi home innov profit busi communiti world take look street jackson ms youll find crimehomeless issu your gonna need better talk point street,['government_critique'],43856,0.0745750814676284,0.4903364181518554,0.4350884854793548,0.9254249036312104
1503,reduc rent 50 fentanyl addict still abl afford legal incom welfar look interest work capabl hold job substanti amount time,"['harmful_generalization', 'solutions_interventions']",43865,0.0087867612019181,0.8673360347747803,0.1238772273063659,0.9912132620811462
1504,walk street kick drug addict way clear path,"['harmful_generalization', 'not_in_my_backyard']",43876,0.0654025673866272,0.3886419236660003,0.54595547914505,0.9345974028110504
1505,live near monterey beauti full visit watch piss street live texa i'm jab,['personal_interaction_observation_of_homelessness'],43878,0.0509436316788196,0.6122092604637146,0.336847186088562,0.9490564465522766
1506,disneyland,['solutions_interventions'],43893,0.0839702636003494,0.2327617406845092,0.6832678914070129,0.9160296320915222
1507,seen ladi take front corner local rite aid ca bay area 2 day ago,['personal_interaction_observation_of_homelessness'],43917,0.0098278792575001,0.8286159634590149,0.1615561246871948,0.9901720881462096
1508,amp crime amp drug sure swalwel schiff amp focus,"['harmful_generalization', 'government_critique']",43924,0.0138092637062072,0.7586257457733154,0.2275650054216385,0.986190751194954
1509,druggi nanc,['harmful_generalization'],43972,0.0163266584277153,0.7696861028671265,0.2139872312545776,0.983673334121704
1510,good call im ignor fact it becom giant congruent camp think florida,['not_in_my_backyard'],44000,0.2538367509841919,0.2419883608818054,0.5041748881340027,0.7461632490158081
1511,seem go well highest gas tax well smash grabcrim open use illeg drug well unfortun california governor busi tri run florida texa californian alon,['government_critique'],44031,0.1063450276851654,0.4993183314800262,0.3943366408348083,0.8936549723148346
1512,whole thing go well californiai saw 15 tent along mile stretch freeway instead 16 tensprogess,['personal_interaction_observation_of_homelessness'],44066,0.2818895876407623,0.1990777850151062,0.5190326571464539,0.7181104421615601
1513,well lead solut exampl mayor karen bass purchas abandon hotel properti subsid sros shelter don't work sros it brilliant,"['money_aid_resource_allocation', 'government_critique', 'solutions_interventions']",44068,0.7155810594558716,0.0125809554010629,0.27183797955513,0.2844189349561929
1514,michell obama greatest fear world basic lol veteran outsid fort bragg benefit cut dental eat one meal day im lucki im threat keep night use white privileg live rich victim,,44078,0.0598857849836349,0.5406545996665955,0.3994596302509308,0.9401142299175262
1515,uhshouldnt focus arent govern state use money top secret presidenti run get work ●highest energi cost ●highest gas price ●highest ●fentyn crisi ●border crisi,"['money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources']",44091,0.0190578680485487,0.7257248163223267,0.2552172839641571,0.9809421002864838
1516,dude im ca hot mess liter everywher poop sidewalk high af scream use big citi issu certain area it everywher lakeport ca place camp pleas focus energi vs fl,"['harmful_generalization', 'government_critique', 'not_in_my_backyard']",44092,0.0133061623200774,0.850997269153595,0.1356965154409408,0.9866937845945358
1517,issu home price basic cost food solv govenor resolv believ stay polit anoth state,['government_critique'],44096,0.0143196135759353,0.749025821685791,0.236654594540596,0.985680416226387
1518,still better it regular go imagin go tweaker cholo like live texa life don't realiz lot wors,"['harmful_generalization', 'societal_critique']",44105,0.1699372082948684,0.5145119428634644,0.3155508935451507,0.8300628364086151
1519,pandem oracl annual show moscon center one high rank execut vicious attack individu oracl complain citi citi absolut noth oracl move show vega area gotten much wors,"['harmful_generalization', 'government_critique', 'not_in_my_backyard']",44134,0.007271097972989,0.8875612020492554,0.1051677614450454,0.9927289634943008
1520,mid west most unsustain life especi death valley it most expens contrast statement decreas popul need offer job look trade help get rehab help need,['solutions_interventions'],44146,0.0186432525515556,0.7636076211929321,0.2177491039037704,0.9813567250967026
1521,cite articl clovi ca ship next door fresno ca,['not_in_my_backyard'],44153,0.0207858886569738,0.2862223088741302,0.6929918527603149,0.9792141616344452
1522,nanci trash everyon know look visit step human poop trip needl car broken within first hour trash doesn't surpris live,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']",44165,0.0050712903030216,0.9587182998657228,0.0362103320658206,0.9949286319315434
1523,dirti state leadership,['government_critique'],44197,0.0058626350946724,0.94205904006958,0.0520782954990863,0.9941373355686663
1524,often thought thing realiz experienc cope drug addict it terribl sad spend day union station washroom particular truli understand struggl,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']",44218,0.0103207090869545,0.8349381685256958,0.1547410786151886,0.9896792471408844
1525,won't drive scream want don't need women like drive you'r go autom know it want one normal see garbag treat,"['harmful_generalization', 'societal_critique']",44221,0.0080076130107045,0.9015557169914246,0.0904366225004196,0.9919923394918442
1526,how wonder polici serv crime roof danger mental i'll defec beauti citi open drug use sex cop die watch… wealthi state alway broke fire due,"['harmful_generalization', 'government_critique']",44259,0.0113163441419601,0.9216984510421752,0.0669852048158645,0.98868365585804
1527,embarrass drive around bay area see noth board busi emperor focus everi state one lowest educ worst road worst pollut highest tax,['government_critique'],44269,0.0067493715323507,0.918506920337677,0.0747436732053756,0.9932505935430528
1528,alreadi happen downtown live due bicycl lane thus less park drug addict main shop road close car,"['harmful_generalization', 'not_in_my_backyard']",44279,0.0124718202278018,0.7370949983596802,0.2504332065582275,0.9875282049179076
